"MonitoringLocationIdentifier","UID","OrganizationIdentifier","OrganizationFormalName","ProviderName","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","IR_FLAG","IR_COMMENT","IR_MLID","IR_MLNAME","ASSESS_ID","AU_NAME","AU_Type","Water_Type","R317Descrp","ss_R317Descrp","BEN_CLASS","MLID_Count","Lat_Count","Long_Count","sites100m_count","LatitudeMeasure","LongitudeMeasure","IR_Lat","IR_Long","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ValidationType"
"USGS-395921113592901",206,"USGS-UT","USGS Utah Water Science Center","NWIS","(C-10-19) 4acb-S1","Spring",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT16020306-005_00","Deep Creek","River/Stream","River / Stream","Deep Creek and tributaries, from Rock Spring Creek to headwaters, Juab and Tooele Counties",NA,"2B,3A,4",NA,NA,NA,NA,39.9891694,-113.9914194,NA,NA,16020306,NA,NA,NA,NA,NA,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",5440,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,45,"Basin and Range basin-fill aquifers",NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-400030113571001",207,"USGS-UT","USGS Utah Water Science Center","NWIS","(C- 9-19)26dbc-S1","Spring",NA,"ACCEPT","Automatically accepted","USGS-400030113571001","(C- 9-19)26dbc-S1","UT16020306-005_00","Deep Creek","River/Stream","River / Stream","Deep Creek and tributaries, from Rock Spring Creek to headwaters, Juab and Tooele Counties",NA,"2B,3A,4",1,1,1,0,40.0082712,-113.9536124,40.0082712,-113.9536124,16020306,NA,NA,NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",5570,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-400151113593701",208,"USGS-UT","USGS Utah Water Science Center","NWIS","East Deep Creek at Pony Express Road","Stream",NA,"ACCEPT","Automatically accepted","USGS-400151113593701","East Deep Creek at Pony Express Road","UT16020306-005_00","Deep Creek","River/Stream","River / Stream","Deep Creek and tributaries, from Rock Spring Creek to headwaters, Juab and Tooele Counties",NA,"2B,3A,4",1,1,1,0,40.03085,-113.9935,40.03085,-113.9935,16020306,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",5280,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-400152113594401",209,"USGS-UT","USGS Utah Water Science Center","NWIS","West Deep Creek at Pony Express Road","Stream",NA,"ACCEPT","Automatically accepted","USGS-400152113594401","West Deep Creek at Pony Express Road","UT16020306-005_00","Deep Creek","River/Stream","River / Stream","Deep Creek and tributaries, from Rock Spring Creek to headwaters, Juab and Tooele Counties",NA,"2B,3A,4",1,1,1,0,40.03115,-113.99565,40.03115,-113.99565,16020306,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",5280,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-400329113591301",210,"USGS-UT","USGS Utah Water Science Center","NWIS","Deep Creek at Ibapah Trading Post","Stream",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT",NA,NA,"Undefined","River / Stream","All waters not specifically classified are presumptively classified",NA,"2B,3D",NA,NA,NA,NA,40.0580611,-113.9870806,NA,NA,16020306,NA,NA,NA,NA,NA,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",5220,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-400335113561201",211,"USGS-UT","USGS Utah Water Science Center","NWIS","(C- 9-19)12bdd-S1","Spring",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT",NA,NA,"Undefined","River / Stream","All waters not specifically classified are presumptively classified",NA,"2B,3D",NA,NA,NA,NA,40.0596594,-113.9375013,NA,NA,16020306,NA,NA,NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",5470,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-400402113562001",212,"USGS-UT","USGS Utah Water Science Center","NWIS","(C- 9-19) 1cdc-S1","Spring",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT",NA,NA,"Undefined","River / Stream","All waters not specifically classified are presumptively classified",NA,"2B,3D",NA,NA,NA,NA,40.0671593,-113.9397237,NA,NA,16020306,NA,NA,NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",5490,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-400756113501002",213,"USGS-UT","USGS Utah Water Science Center","NWIS","OVP-WS-02","Stream: Ditch",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT",NA,NA,"Undefined","River / Stream","All waters not specifically classified are presumptively classified",NA,"2B,3D",NA,NA,NA,NA,40.1323333,-113.836111,NA,NA,16020306,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",5920,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-400756113501101",214,"USGS-UT","USGS Utah Water Science Center","NWIS","OVP-WS-01","Stream: Ditch",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT",NA,NA,"Undefined","River / Stream","All waters not specifically classified are presumptively classified",NA,"2B,3D",NA,NA,NA,NA,40.1323056,-113.8363889,NA,NA,16020306,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",5920,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-400845113505801",215,"USGS-UT","USGS Utah Water Science Center","NWIS","(C- 8-18)11bcc-S1","Spring",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT",NA,NA,"Undefined","River / Stream","All waters not specifically classified are presumptively classified",NA,"2B,3D",NA,NA,NA,NA,40.1460475,-113.8516659,NA,NA,16020306,NA,NA,NA,NA,24000,1,"seconds","Interpolated from MAP.","WGS84",5835,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,45,NA,"Paleozoic Erathem",NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-400941113594701",216,"USGS-UT","USGS Utah Water Science Center","NWIS","DEEP CREEK NEAR WHITE SAGE FLATS ROAD","Stream",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT",NA,NA,"Undefined","River / Stream","All waters not specifically classified are presumptively classified",NA,"2B,3D",NA,NA,NA,NA,40.1613389,-113.9964694,NA,NA,16020306,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",5120,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-400955113502401",217,"USGS-UT","USGS Utah Water Science Center","NWIS","(C- 8-18) 2abb-S1","Spring",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT",NA,NA,"Undefined","River / Stream","All waters not specifically classified are presumptively classified",NA,"2B,3D",NA,NA,NA,NA,40.165214,-113.8408324,NA,NA,16020306,NA,NA,NA,NA,24000,1,"seconds","Interpolated from MAP.","WGS84",5400,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,45,NA,"Paleozoic Erathem",NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-401844113555601",218,"USGS-UT","USGS Utah Water Science Center","NWIS","DEEP CREEK BELOW RESERVOIR NEAR BLUE LAKES ROAD","Stream",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT",NA,NA,"Undefined","River / Stream","All waters not specifically classified are presumptively classified",NA,"2B,3D",NA,NA,NA,NA,40.3122194,-113.932061,NA,NA,16020306,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4500,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-402815114012901",219,"USGS-UT","USGS Utah Water Science Center","NWIS","(C- 4-19)20abb-S1","Spring",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT",NA,NA,"Undefined","River / Stream","All waters not specifically classified are presumptively classified",NA,"2B,3D",NA,NA,NA,NA,40.4707658,-114.025564,NA,NA,16020306,NA,NA,NA,NA,24000,1,"seconds","Interpolated from MAP.","WGS84",4275,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",49,45,NA,"Paleozoic Erathem",NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-402956114024001",220,"USGS-UT","USGS Utah Water Science Center","NWIS","(C- 4-19) 7abc-S2","Spring",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT",NA,NA,"Undefined","River / Stream","All waters not specifically classified are presumptively classified",NA,"2B,3D",NA,NA,NA,NA,40.4987655,-114.0453427,NA,NA,16020306,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4260,"feet",2.5,"feet","Interpolated from topographic map.","NGVD29","US",49,45,"Basin and Range carbonate-rock aquifers","Paleozoic Erathem",NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-403258112123201",221,"USGS-UT","USGS Utah Water Science Center","NWIS","(C- 3- 3)20bad-S1 BIG SPRING (PINE CYN),NR TOOELE","Spring",NA,"ACCEPT","Automatically accepted","USGS-403258112123201","(C- 3- 3)20bad-S1 BIG SPRING (PINE CYN),NR TOOELE","UT16020304-007_00","Middle Canyon","River/Stream","River / Stream","Middle Canyon Creek and tributaries, Tooele County",NA,"2B,3A,4",1,1,1,0,40.5493896,-112.209666,40.5493896,-112.209666,16020304,NA,NA,NA,NA,24000,5,"seconds","Interpolated from MAP.","WGS84",5560,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-403451109260001",222,"USGS-UT","USGS Utah Water Science Center","NWIS","RED FLEET RESERVOIR INFLOW ARM","Lake, Reservoir, Impoundment",NA,"ACCEPT","Automatically accepted","USGS-403451109260001","RED FLEET RESERVOIR INFLOW ARM","UT-L-14060010-008_00","Red Fleet Reservoir","Reservoir/Lake","Lake / Reservoir","Red Fleet Reservoir",NA,"1C,2A,3A,4",1,1,1,0,40.5807932,-109.4340238,40.5807932,-109.4340238,14060010,NA,NA,NA,NA,24000,5,"seconds","Interpolated from MAP.","WGS84",NA,NA,NA,NA,NA,NA,"US",49,47,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-403835112171801",223,"USGS-UT","USGS Utah Water Science Center","NWIS","(C- 2- 4)15cac-S1 MILL SPRING NR ERDA, UT","Spring",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT",NA,NA,"Undefined","River / Stream","All waters not specifically classified are presumptively classified",NA,"2B,3D",NA,NA,NA,NA,40.6429995,-112.2891142,NA,NA,16020304,NA,NA,NA,NA,24000,1,"seconds","Interpolated from MAP.","WGS84",4300,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-404607112193801",224,"USGS-UT","USGS Utah Water Science Center","NWIS","GSL 4069, 8 MI WEST OF SALTAIR MARINA","Lake, Reservoir, Impoundment",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT-L-16020310-001_00","Gilbert Bay","Reservoir/Lake","Lake / Reservoir","Gilbert Bay",NA,"5A",NA,NA,NA,NA,40.768554,-112.3280062,NA,NA,16020310,NA,NA,NA,NA,NA,1,"seconds","Interpolated from MAP.","WGS84",4200,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-404907112141301",225,"USGS-UT","USGS Utah Water Science Center","NWIS","Gilbert Bay 6.8 mi N of Great Salt Lake Marina","Lake, Reservoir, Impoundment",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT-L-16020310-001_00","Gilbert Bay","Reservoir/Lake","Lake / Reservoir","Gilbert Bay",NA,"5A",NA,NA,NA,NA,40.81855,-112.2370167,NA,NA,16020310,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4193,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-405356112205601",226,"USGS-UT","USGS Utah Water Science Center","NWIS","GSL 3510, 6 MI WEST OF ANTELOPE ISLAND","Lake, Reservoir, Impoundment",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT-L-16020310-001_00","Gilbert Bay","Reservoir/Lake","Lake / Reservoir","Gilbert Bay",NA,"5A",NA,NA,NA,NA,40.89883,-112.3496756,NA,NA,16020310,NA,NA,NA,NA,NA,1,"seconds","Interpolated from MAP.","WGS84",4200,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-405540109133801",227,"USGS-UT","USGS Utah Water Science Center","NWIS","Lower Red Creek at canyon mouth","Stream",NA,"ACCEPT","Automatically accepted","USGS-405540109133801","Lower Red Creek at canyon mouth","UT14040106-018_00","Red Creek","River/Stream","River / Stream","Red Creek and tributaries, from confluence with Green River to state line",NA,"2B,3C,4",1,1,1,0,40.9276944,-109.22725,40.9276944,-109.22725,14040106,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",5820,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,9,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-405557109132001",228,"USGS-UT","USGS Utah Water Science Center","NWIS","Lower Red Creek adjacent to mine","Stream",NA,"ACCEPT","Automatically accepted","USGS-405557109132001","Lower Red Creek adjacent to mine","UT14040106-018_00","Red Creek","River/Stream","River / Stream","Red Creek and tributaries, from confluence with Green River to state line",NA,"2B,3C,4",1,1,1,0,40.9325278,-109.2221389,40.9325278,-109.2221389,14040106,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",5880,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,9,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-405638109072201",229,"USGS-UT","USGS Utah Water Science Center","NWIS","(A- 2-25) 5bbd-S1","Spring",NA,"ACCEPT","Automatically accepted","USGS-405638109072201","(A- 2-25) 5bbd-S1","UT14040106-008_00","Green River-1 Tributaries","River/Stream","River / Stream","Green River and tributaries, from Utah-Colorado state line to Flaming Gorge Dam except as listed below:",NA,"2A,3A,4",1,1,1,0,40.9440833,-109.1226944,40.9440833,-109.1226944,14040106,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",7440,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,9,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-410153112082301",230,"USGS-UT","USGS Utah Water Science Center","NWIS","GSL 2963, FARMINGTON BAY 4 MI SE OF ANTELOPE MAR","Lake, Reservoir, Impoundment",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT-L-16020310-004_00","Farmington Bay","Reservoir/Lake","Lake / Reservoir","Farmington Bay",NA,"5D",NA,NA,NA,NA,41.0313313,-112.1405015,NA,NA,16020310,NA,NA,NA,NA,NA,1,"seconds","Interpolated from MAP.","WGS84",4200,"feet",1,"feet","Interpolated from topographic map.","NGVD29","US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-410224112095101",231,"USGS-UT","USGS Utah Water Science Center","NWIS","Farmington Bay, 1.4MI E, 3.5MI S of FB marina","Lake, Reservoir, Impoundment",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT-L-16020310-004_00","Farmington Bay","Reservoir/Lake","Lake / Reservoir","Farmington Bay",NA,"5D",NA,NA,NA,NA,41.0401,-112.1642,NA,NA,16020310,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4200,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-410228112245301",232,"USGS-UT","USGS Utah Water Science Center","NWIS","GILBERT BAY 8.4 MILES NE OF CARRINGTON ISLAND","Lake, Reservoir, Impoundment",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT-L-16020310-001_00","Gilbert Bay","Reservoir/Lake","Lake / Reservoir","Gilbert Bay",NA,"5A",NA,NA,NA,NA,41.0411667,-112.4147222,NA,NA,16020310,NA,NA,NA,NA,NA,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4200,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-410323112301901",233,"USGS-UT","USGS Utah Water Science Center","NWIS","GSL 2820, 2 MI E OF CARRINGTON ISLAND","Lake, Reservoir, Impoundment",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT-L-16020310-001_00","Gilbert Bay","Reservoir/Lake","Lake / Reservoir","Gilbert Bay",NA,"5A",NA,NA,NA,NA,41.0396592,-112.5060734,NA,NA,16020310,NA,NA,NA,NA,NA,1,"seconds","Interpolated from MAP.","WGS84",4200,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",49,45,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-410401112134801",234,"USGS-UT","USGS Utah Water Science Center","NWIS","GSL FARMINGTON BAY OUTFLOW AT CAUSEWAY BRIDGE","Lake, Reservoir, Impoundment",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT-L-16020310-001_00","Gilbert Bay","Reservoir/Lake","Lake / Reservoir","Gilbert Bay",NA,"5A",NA,NA,NA,NA,41.0668864,-112.2307802,NA,NA,16020310,NA,NA,NA,NA,NA,1,"seconds","Interpolated from MAP.","WGS84",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-410422112200001",235,"USGS-UT","USGS Utah Water Science Center","NWIS","GSL 2767, 4 MI W OF N TIP OF ANTELOPE ISLAND","Lake, Reservoir, Impoundment",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT-L-16020310-001_00","Gilbert Bay","Reservoir/Lake","Lake / Reservoir","Gilbert Bay",NA,"5A",NA,NA,NA,NA,41.0727178,-112.3341186,NA,NA,16020310,NA,NA,NA,NA,NA,1,"seconds","Interpolated from MAP.","WGS84",4200,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-410637112270401",236,"USGS-UT","USGS Utah Water Science Center","NWIS","N1018 6 MI SW OF FREMONT ISLAND","Lake, Reservoir, Impoundment",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT-L-16020310-001_00","Gilbert Bay","Reservoir/Lake","Lake / Reservoir","Gilbert Bay",NA,"5A",NA,NA,NA,NA,41.1102147,-112.4519024,NA,NA,16020310,NA,NA,NA,NA,NA,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4197.7,"feet",0.1,"feet","Reported method of determination.","NGVD29","US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-410644112382601",237,"USGS-UT","USGS Utah Water Science Center","NWIS","GSL 2565, NW OF HAT ISLAND","Lake, Reservoir, Impoundment",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT-L-16020310-001_00","Gilbert Bay","Reservoir/Lake","Lake / Reservoir","Gilbert Bay",NA,"5A",NA,NA,NA,NA,41.1121562,-112.641357,NA,NA,16020310,NA,NA,NA,NA,NA,1,"seconds","Interpolated from MAP.","WGS84",4200,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-410940112302801",238,"USGS-UT","USGS Utah Water Science Center","NWIS","GREAT SALT LAKE SPILLWAY MID","Lake, Reservoir, Impoundment",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT-L-16020310-001_00","Gilbert Bay","Reservoir/Lake","Lake / Reservoir","Gilbert Bay",NA,"5A",NA,NA,NA,NA,41.1611111,-112.5078889,NA,NA,16020310,NA,NA,NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4203,"feet",4.3,"feet","Interpolated from Digital Elevation Model","NAVD88","US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-411032112391201",239,"USGS-UT","USGS Utah Water Science Center","NWIS","CARRINGTON BAY 12.3 MILES NW OF CARRINGTON ISLAND","Lake, Reservoir, Impoundment",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT-L-16020310-001_00","Gilbert Bay","Reservoir/Lake","Lake / Reservoir","Gilbert Bay",NA,"5A",NA,NA,NA,NA,41.1756389,-112.6533056,NA,NA,16020310,NA,NA,NA,NA,NA,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4200,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-411116112244401",240,"USGS-UT","USGS Utah Water Science Center","NWIS","GSL 2267, 1 MI NW OF FREMONT ISLAND","Lake, Reservoir, Impoundment",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT-L-16020310-001_00","Gilbert Bay","Reservoir/Lake","Lake / Reservoir","Gilbert Bay",NA,"5A",NA,NA,NA,NA,41.1877149,-112.4130094,NA,NA,16020310,NA,NA,NA,NA,NA,1,"seconds","Interpolated from MAP.","WGS84",4200,"feet",10,"feet","Altimeter.","NGVD29","US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-411129112345001",241,"USGS-UT","USGS Utah Water Science Center","NWIS","N1021 AT GREAT SALT LAKE","Lake, Reservoir, Impoundment",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT-L-16020310-001_00","Gilbert Bay","Reservoir/Lake","Lake / Reservoir","Gilbert Bay",NA,"5A",NA,NA,NA,NA,41.1913221,-112.5813533,NA,NA,16020310,NA,NA,NA,NA,NA,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4197.7,"feet",0.1,"feet","Reported method of determination.","NGVD29","US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-411218112414401",242,"USGS-UT","USGS Utah Water Science Center","NWIS","CARRINGTON BAY 15 MILES NW OF CARRINGTON ISLAND","Lake, Reservoir, Impoundment",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT-L-16020310-001_00","Gilbert Bay","Reservoir/Lake","Lake / Reservoir","Gilbert Bay",NA,"5A",NA,NA,NA,NA,41.2049444,-112.6955,NA,NA,16020310,NA,NA,NA,NA,NA,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4200,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,3,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
